Processing time (in sec): ,4.1978700160980225
Processing time (in sec): ,4.370309352874756
Processing time (in sec): ,3.905193328857422
Processing time (in sec): ,3.9139392375946045
Processing time (in sec): ,3.8512892723083496
Processing time (in sec): ,4.027005195617676
Processing time (in sec): ,4.589407444000244
Processing time (in sec): ,4.01050066947937
Processing time (in sec): ,3.9847335815429688
Processing time (in sec): ,3.631927490234375
Processing time (in sec): ,3.9378647804260254
Processing time (in sec): ,3.3934080600738525
Processing time (in sec): ,3.5516819953918457
Processing time (in sec): ,3.32572865486145
Processing time (in sec): ,3.4255809783935547
Processing time (in sec): ,3.2915713787078857
Processing time (in sec): ,3.30196213722229
Processing time (in sec): ,3.3319058418273926
Processing time (in sec): ,3.248331308364868
Processing time (in sec): ,3.299654006958008
Processing time (in sec): ,3.2563250064849854
Processing time (in sec): ,3.3042774200439453
Processing time (in sec): ,3.3451428413391113
Processing time (in sec): ,3.289306640625
Processing time (in sec): ,3.226893663406372
Processing time (in sec): ,3.322443723678589
Processing time (in sec): ,3.302306890487671
Processing time (in sec): ,3.297847270965576
Processing time (in sec): ,3.3144516944885254
Processing time (in sec): ,3.403488874435425
Processing time (in sec): ,3.4616267681121826
