0,57
1,51
2,61
3,54
4,64
5,59
6,63
7,59
8,65
9,63
10,65
11,60
12,60
13,60
14,64
15,64
16,61
17,53
18,59
19,59
20,59
21,58
22,57
23,55
24,60
25,58
26,59
27,60
